TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es
Buenavista del Norte,38010,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Buenavista del Norte,38010,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Buenavista del Norte,38010,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5.1,,
Buenavista del Norte,38010,2015,2015,Pensiones,PENSIONES,26.2,,
Buenavista del Norte,38010,2016,2016,Pensiones,PENSIONES,25.1,,
Buenavista del Norte,38010,2017,2017,Pensiones,PENSIONES,24.3,,
Buenavista del Norte,38010,2018,2018,Pensiones,PENSIONES,24.8,,
Buenavista del Norte,38010,2019,2019,Pensiones,PENSIONES,24.2,,
Buenavista del Norte,38010,2020,2020,Pensiones,PENSIONES,26.1,,
Buenavista del Norte,38010,2021,2021,Pensiones,PENSIONES,25.9,,
Buenavista del Norte,38010,2022,2022,Pensiones,PENSIONES,25.2,,
Buenavista del Norte,38010,2023,2023,Pensiones,PENSIONES,25.2,,
Buenavista del Norte,38010,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,,
Buenavista del Norte,38010,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5,,
Buenavista del Norte,38010,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5,,
Buenavista del Norte,38010,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Buenavista del Norte,38010,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.1,,
Buenavista del Norte,38010,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10,,
Buenavista del Norte,38010,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.8,,
Buenavista del Norte,38010,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Buenavista del Norte,38010,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Candelaria,38011,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,66.8,,
Candelaria,38011,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,67.1,,
Candelaria,38011,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,66.5,,
Candelaria,38011,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,65.8,,
Candelaria,38011,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.8,,
Candelaria,38011,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,62.4,,
Candelaria,38011,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,63.8,,
Candelaria,38011,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,64.6,,
Candelaria,38011,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.4,,
Candelaria,38011,2015,2015,Otros ingresos,OTROS_INGRESOS,9.6,,
Candelaria,38011,2016,2016,Otros ingresos,OTROS_INGRESOS,9.9,,
Candelaria,38011,2017,2017,Otros ingresos,OTROS_INGRESOS,10.5,,
Candelaria,38011,2018,2018,Otros ingresos,OTROS_INGRESOS,11.6,,
Candelaria,38011,2019,2019,Otros ingresos,OTROS_INGRESOS,11.4,,
Candelaria,38011,2020,2020,Otros ingresos,OTROS_INGRESOS,10.3,,
Candelaria,38011,2021,2021,Otros ingresos,OTROS_INGRESOS,11.4,,
Candelaria,38011,2022,2022,Otros ingresos,OTROS_INGRESOS,11.7,,
Candelaria,38011,2023,2023,Otros ingresos,OTROS_INGRESOS,12.5,,
Candelaria,38011,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Candelaria,38011,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Candelaria,38011,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Candelaria,38011,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,
Candelaria,38011,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,
Candelaria,38011,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.6,,
Candelaria,38011,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Candelaria,38011,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,,
Candelaria,38011,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Candelaria,38011,2015,2015,Pensiones,PENSIONES,17.5,,
Candelaria,38011,2016,2016,Pensiones,PENSIONES,17.2,,
Candelaria,38011,2017,2017,Pensiones,PENSIONES,17.2,,
Candelaria,38011,2018,2018,Pensiones,PENSIONES,17,,
Candelaria,38011,2019,2019,Pensiones,PENSIONES,17.1,,
Candelaria,38011,2020,2020,Pensiones,PENSIONES,18.2,,
Candelaria,38011,2021,2021,Pensiones,PENSIONES,17.8,,
Candelaria,38011,2022,2022,Pensiones,PENSIONES,17.9,,
Candelaria,38011,2023,2023,Pensiones,PENSIONES,17.6,,
Candelaria,38011,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
Candelaria,38011,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,
Candelaria,38011,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.5,,
Candelaria,38011,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.2,,
Candelaria,38011,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.3,,
Candelaria,38011,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.5,,
Candelaria,38011,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Candelaria,38011,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2,,
Candelaria,38011,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,1.8,,
Fasnia,38012,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,59.5,,
Fasnia,38012,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,56.3,,
Fasnia,38012,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,57,,
Fasnia,38012,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,57.5,,
Fasnia,38012,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,58.1,,
Fasnia,38012,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,52.7,,
Fasnia,38012,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,57,,
Fasnia,38012,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.9,,
Fasnia,38012,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.4,,
Fasnia,38012,2015,2015,Otros ingresos,OTROS_INGRESOS,8.3,,
Fasnia,38012,2016,2016,Otros ingresos,OTROS_INGRESOS,9.5,,
Fasnia,38012,2017,2017,Otros ingresos,OTROS_INGRESOS,9.5,,
Fasnia,38012,2018,2018,Otros ingresos,OTROS_INGRESOS,9.8,,
Fasnia,38012,2019,2019,Otros ingresos,OTROS_INGRESOS,10.2,,
Fasnia,38012,2020,2020,Otros ingresos,OTROS_INGRESOS,9.7,,
Fasnia,38012,2021,2021,Otros ingresos,OTROS_INGRESOS,9.7,,
Fasnia,38012,2022,2022,Otros ingresos,OTROS_INGRESOS,10.3,,
Fasnia,38012,2023,2023,Otros ingresos,OTROS_INGRESOS,10.6,,
Fasnia,38012,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Fasnia,38012,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,
Fasnia,38012,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Fasnia,38012,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Fasnia,38012,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.3,,
Fasnia,38012,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4,,
Fasnia,38012,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.5,,
Fasnia,38012,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.5,,
Fasnia,38012,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.9,,
Fasnia,38012,2015,2015,Pensiones,PENSIONES,25.8,,
Fasnia,38012,2016,2016,Pensiones,PENSIONES,28.1,,
Fasnia,38012,2017,2017,Pensiones,PENSIONES,27,,
Fasnia,38012,2018,2018,Pensiones,PENSIONES,26.1,,
Fasnia,38012,2019,2019,Pensiones,PENSIONES,25.4,,
Fasnia,38012,2020,2020,Pensiones,PENSIONES,26.7,,
Fasnia,38012,2021,2021,Pensiones,PENSIONES,24.1,,
Fasnia,38012,2022,2022,Pensiones,PENSIONES,23.5,,
Fasnia,38012,2023,2023,Pensiones,PENSIONES,23.4,,
Fasnia,38012,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
Fasnia,38012,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Fasnia,38012,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
Fasnia,38012,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Fasnia,38012,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.1,,
Fasnia,38012,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,7,,
Fasnia,38012,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.8,,
Fasnia,38012,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Fasnia,38012,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,
Garachico,38015,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,53.6,,
Garachico,38015,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,55,,
Garachico,38015,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,55.2,,
Garachico,38015,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,55.2,,
Garachico,38015,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,55.2,,
Garachico,38015,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,49.1,,
Garachico,38015,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,51.3,,
Garachico,38015,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,54,,
Garachico,38015,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,55.3,,
Garachico,38015,2015,2015,Otros ingresos,OTROS_INGRESOS,11.6,,
Garachico,38015,2016,2016,Otros ingresos,OTROS_INGRESOS,11,,
Garachico,38015,2017,2017,Otros ingresos,OTROS_INGRESOS,11.5,,
Garachico,38015,2018,2018,Otros ingresos,OTROS_INGRESOS,12.4,,
Garachico,38015,2019,2019,Otros ingresos,OTROS_INGRESOS,11.9,,
Garachico,38015,2020,2020,Otros ingresos,OTROS_INGRESOS,10,,
Garachico,38015,2021,2021,Otros ingresos,OTROS_INGRESOS,11.5,,
Garachico,38015,2022,2022,Otros ingresos,OTROS_INGRESOS,13.9,,
Garachico,38015,2023,2023,Otros ingresos,OTROS_INGRESOS,10.9,,
Garachico,38015,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Garachico,38015,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Garachico,38015,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Garachico,38015,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Garachico,38015,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.1,,
Garachico,38015,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.4,,
Garachico,38015,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.8,,
Garachico,38015,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,4.7,,
Garachico,38015,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,5,,
Garachico,38015,2015,2015,Pensiones,PENSIONES,26.5,,
Garachico,38015,2016,2016,Pensiones,PENSIONES,26.1,,
Garachico,38015,2017,2017,Pensiones,PENSIONES,25.5,,
Garachico,38015,2018,2018,Pensiones,PENSIONES,25.1,,
Garachico,38015,2019,2019,Pensiones,PENSIONES,25.2,,
Garachico,38015,2020,2020,Pensiones,PENSIONES,26.7,,
Garachico,38015,2021,2021,Pensiones,PENSIONES,26.2,,
Garachico,38015,2022,2022,Pensiones,PENSIONES,24.6,,
Garachico,38015,2023,2023,Pensiones,PENSIONES,25.9,,
Garachico,38015,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5,,
Garachico,38015,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Garachico,38015,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4,,
Garachico,38015,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.6,,
Garachico,38015,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,,
Garachico,38015,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.8,,
Garachico,38015,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,6.3,,
Garachico,38015,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Garachico,38015,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
Granadilla de Abona,38017,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,68.3,,
Granadilla de Abona,38017,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,69,,
Granadilla de Abona,38017,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,69.4,,
Granadilla de Abona,38017,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,69.6,,
Granadilla de Abona,38017,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,69.5,,
Granadilla de Abona,38017,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,57,,
Granadilla de Abona,38017,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,60.1,,
Granadilla de Abona,38017,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,67.5,,
Granadilla de Abona,38017,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,68.4,,
Granadilla de Abona,38017,2015,2015,Otros ingresos,OTROS_INGRESOS,10.7,,
Granadilla de Abona,38017,2016,2016,Otros ingresos,OTROS_INGRESOS,10.8,,
Granadilla de Abona,38017,2017,2017,Otros ingresos,OTROS_INGRESOS,11,,
Granadilla de Abona,38017,2018,2018,Otros ingresos,OTROS_INGRESOS,11.2,,
Granadilla de Abona,38017,2019,2019,Otros ingresos,OTROS_INGRESOS,11.4,,
Granadilla de Abona,38017,2020,2020,Otros ingresos,OTROS_INGRESOS,10,,
Granadilla de Abona,38017,2021,2021,Otros ingresos,OTROS_INGRESOS,12.1,,
Granadilla de Abona,38017,2022,2022,Otros ingresos,OTROS_INGRESOS,12.4,,
Granadilla de Abona,38017,2023,2023,Otros ingresos,OTROS_INGRESOS,12.7,,
Granadilla de Abona,38017,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.5,,
Granadilla de Abona,38017,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Granadilla de Abona,38017,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.7,,
Granadilla de Abona,38017,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Granadilla de Abona,38017,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Granadilla de Abona,38017,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Granadilla de Abona,38017,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Granadilla de Abona,38017,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.9,,
Granadilla de Abona,38017,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.6,,
Granadilla de Abona,38017,2015,2015,Pensiones,PENSIONES,13,,
Granadilla de Abona,38017,2016,2016,Pensiones,PENSIONES,12.7,,
Granadilla de Abona,38017,2017,2017,Pensiones,PENSIONES,12.3,,
Granadilla de Abona,38017,2018,2018,Pensiones,PENSIONES,12,,
Granadilla de Abona,38017,2019,2019,Pensiones,PENSIONES,11.9,,
Granadilla de Abona,38017,2020,2020,Pensiones,PENSIONES,13.6,,
Granadilla de Abona,38017,2021,2021,Pensiones,PENSIONES,13.5,,
Granadilla de Abona,38017,2022,2022,Pensiones,PENSIONES,12.8,,
Granadilla de Abona,38017,2023,2023,Pensiones,PENSIONES,12.3,,
Granadilla de Abona,38017,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.6,,
Granadilla de Abona,38017,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5,,
Granadilla de Abona,38017,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.6,,
Granadilla de Abona,38017,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Granadilla de Abona,38017,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.2,,
Granadilla de Abona,38017,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,15.8,,
Granadilla de Abona,38017,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,10.6,,
Granadilla de Abona,38017,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.4,,
Granadilla de Abona,38017,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.9,,
La Guancha,38018,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,57.2,,
La Guancha,38018,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,58.4,,
La Guancha,38018,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,60.1,,
La Guancha,38018,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,59.6,,
La Guancha,38018,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,59.9,,
La Guancha,38018,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,54.6,,
La Guancha,38018,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,56.7,,
La Guancha,38018,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,58.3,,
La Guancha,38018,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,59.4,,
La Guancha,38018,2015,2015,Otros ingresos,OTROS_INGRESOS,7.6,,
La Guancha,38018,2016,2016,Otros ingresos,OTROS_INGRESOS,7.2,,
La Guancha,38018,2017,2017,Otros ingresos,OTROS_INGRESOS,7.8,,
La Guancha,38018,2018,2018,Otros ingresos,OTROS_INGRESOS,8.8,,
La Guancha,38018,2019,2019,Otros ingresos,OTROS_INGRESOS,8.1,,
La Guancha,38018,2020,2020,Otros ingresos,OTROS_INGRESOS,7.2,,
La Guancha,38018,2021,2021,Otros ingresos,OTROS_INGRESOS,8.7,,
La Guancha,38018,2022,2022,Otros ingresos,OTROS_INGRESOS,9.9,,
La Guancha,38018,2023,2023,Otros ingresos,OTROS_INGRESOS,9.9,,
La Guancha,38018,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,4.2,,
La Guancha,38018,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,4,,
La Guancha,38018,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
La Guancha,38018,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,4.7,,
La Guancha,38018,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,4.6,,
La Guancha,38018,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,5.8,,
La Guancha,38018,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,5.3,,
La Guancha,38018,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,5.3,,
La Guancha,38018,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,4.9,,
La Guancha,38018,2015,2015,Pensiones,PENSIONES,25.8,,
La Guancha,38018,2016,2016,Pensiones,PENSIONES,25.9,,
La Guancha,38018,2017,2017,Pensiones,PENSIONES,23.7,,
La Guancha,38018,2018,2018,Pensiones,PENSIONES,23.3,,
La Guancha,38018,2019,2019,Pensiones,PENSIONES,23.7,,
La Guancha,38018,2020,2020,Pensiones,PENSIONES,23.9,,
La Guancha,38018,2021,2021,Pensiones,PENSIONES,23.4,,
La Guancha,38018,2022,2022,Pensiones,PENSIONES,23.4,,
La Guancha,38018,2023,2023,Pensiones,PENSIONES,23.2,,
La Guancha,38018,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.3,,
La Guancha,38018,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5,,
La Guancha,38018,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.9,,
La Guancha,38018,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.8,,
La Guancha,38018,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.7,,
La Guancha,38018,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,8.6,,
La Guancha,38018,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.9,,
La Guancha,38018,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.2,,
La Guancha,38018,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.7,,
Guía de Isora,38019,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.9,,
Guía de Isora,38019,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,64.5,,
Guía de Isora,38019,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,65.1,,
Guía de Isora,38019,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.9,,
Guía de Isora,38019,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,65.6,,
Guía de Isora,38019,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,50.7,,
Guía de Isora,38019,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,53.9,,
Guía de Isora,38019,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.1,,
Guía de Isora,38019,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.6,,
Guía de Isora,38019,2015,2015,Otros ingresos,OTROS_INGRESOS,12.4,,
Guía de Isora,38019,2016,2016,Otros ingresos,OTROS_INGRESOS,12.1,,
Guía de Isora,38019,2017,2017,Otros ingresos,OTROS_INGRESOS,12.4,,
Guía de Isora,38019,2018,2018,Otros ingresos,OTROS_INGRESOS,12.7,,
Guía de Isora,38019,2019,2019,Otros ingresos,OTROS_INGRESOS,11.8,,
Guía de Isora,38019,2020,2020,Otros ingresos,OTROS_INGRESOS,11.1,,
Guía de Isora,38019,2021,2021,Otros ingresos,OTROS_INGRESOS,12.9,,
Guía de Isora,38019,2022,2022,Otros ingresos,OTROS_INGRESOS,13.1,,
Guía de Isora,38019,2023,2023,Otros ingresos,OTROS_INGRESOS,12.8,,
Guía de Isora,38019,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Guía de Isora,38019,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.5,,
Guía de Isora,38019,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,2.6,,
Guía de Isora,38019,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Guía de Isora,38019,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Guía de Isora,38019,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Guía de Isora,38019,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4,,
Guía de Isora,38019,2022,2022,Otras prestaciones,OTRAS_PRESTACIONES,3.8,,
Guía de Isora,38019,2023,2023,Otras prestaciones,OTRAS_PRESTACIONES,3.7,,
Guía de Isora,38019,2015,2015,Pensiones,PENSIONES,16.4,,
Guía de Isora,38019,2016,2016,Pensiones,PENSIONES,16,,
Guía de Isora,38019,2017,2017,Pensiones,PENSIONES,15.3,,
Guía de Isora,38019,2018,2018,Pensiones,PENSIONES,15,,
Guía de Isora,38019,2019,2019,Pensiones,PENSIONES,15.4,,
Guía de Isora,38019,2020,2020,Pensiones,PENSIONES,17.4,,
Guía de Isora,38019,2021,2021,Pensiones,PENSIONES,17.6,,
Guía de Isora,38019,2022,2022,Pensiones,PENSIONES,16.8,,
Guía de Isora,38019,2023,2023,Pensiones,PENSIONES,16.2,,
Guía de Isora,38019,2015,2015,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5.7,,
Guía de Isora,38019,2016,2016,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,5,,
Guía de Isora,38019,2017,2017,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.5,,
Guía de Isora,38019,2018,2018,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Guía de Isora,38019,2019,2019,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,4.3,,
Guía de Isora,38019,2020,2020,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,17.4,,
Guía de Isora,38019,2021,2021,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,11.6,,
Guía de Isora,38019,2022,2022,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,3.3,,
Guía de Isora,38019,2023,2023,Prestaciones por desempleo,PRESTACIONES_DESEMPLEO,2.8,,
Güímar,38020,2015,2015,Sueldos y salarios,SUELDOS_SALARIOS,62.7,,
Güímar,38020,2016,2016,Sueldos y salarios,SUELDOS_SALARIOS,63.5,,
Güímar,38020,2017,2017,Sueldos y salarios,SUELDOS_SALARIOS,63.9,,
Güímar,38020,2018,2018,Sueldos y salarios,SUELDOS_SALARIOS,64.1,,
Güímar,38020,2019,2019,Sueldos y salarios,SUELDOS_SALARIOS,64.6,,
Güímar,38020,2020,2020,Sueldos y salarios,SUELDOS_SALARIOS,60.4,,
Güímar,38020,2021,2021,Sueldos y salarios,SUELDOS_SALARIOS,62.2,,
Güímar,38020,2022,2022,Sueldos y salarios,SUELDOS_SALARIOS,63.8,,
Güímar,38020,2023,2023,Sueldos y salarios,SUELDOS_SALARIOS,64.1,,
Güímar,38020,2015,2015,Otros ingresos,OTROS_INGRESOS,7.8,,
Güímar,38020,2016,2016,Otros ingresos,OTROS_INGRESOS,8.3,,
Güímar,38020,2017,2017,Otros ingresos,OTROS_INGRESOS,8.1,,
Güímar,38020,2018,2018,Otros ingresos,OTROS_INGRESOS,8.7,,
Güímar,38020,2019,2019,Otros ingresos,OTROS_INGRESOS,8.5,,
Güímar,38020,2020,2020,Otros ingresos,OTROS_INGRESOS,7.5,,
Güímar,38020,2021,2021,Otros ingresos,OTROS_INGRESOS,8.6,,
Güímar,38020,2022,2022,Otros ingresos,OTROS_INGRESOS,9,,
Güímar,38020,2023,2023,Otros ingresos,OTROS_INGRESOS,9.3,,
Güímar,38020,2015,2015,Otras prestaciones,OTRAS_PRESTACIONES,2.8,,
Güímar,38020,2016,2016,Otras prestaciones,OTRAS_PRESTACIONES,2.8,,
Güímar,38020,2017,2017,Otras prestaciones,OTRAS_PRESTACIONES,3,,
Güímar,38020,2018,2018,Otras prestaciones,OTRAS_PRESTACIONES,3.4,,
Güímar,38020,2019,2019,Otras prestaciones,OTRAS_PRESTACIONES,3.5,,
Güímar,38020,2020,2020,Otras prestaciones,OTRAS_PRESTACIONES,4.1,,
Güímar,38020,2021,2021,Otras prestaciones,OTRAS_PRESTACIONES,4.3,,
